Club Name,Type,FB,IG,Website,Notes
Koreos,Arts / Dance / Theater,https://www.facebook.com/KoreosUCLA,https://www.instagram.com/koreosucla/,https://www.youtube.com/user/KoreosUCLA,
AweChords A Cappella,Arts / Dance / Theater,https://www.facebook.com/awechords/,https://instagram.com/awechords/,https://awechords.com/,
YOUTHphonics,Arts / Dance / Theater,https://www.facebook.com/youthphonics,https://www.instagram.com/youthphonics/,https://www.youthphonics.org/,We would like our booth to be placed near the other acapella groups on campus if possible.
HOOLIGAN Theatre Company,Arts / Dance / Theater,https://www.facebook.com/HOOLIGANTheatreCompany,https://www.instagram.com/hooligantheatre/,https://www.hooligantheatre.org/,
Fresh Productions Art at UCLA,Arts / Dance / Theater,https://www.facebook.com/fpaucla,https://www.instagram.com/freshproductionsucla,http://freshproductions.art,
"Writer's Den, The",Arts / Dance / Theater,https://www.facebook.com/uclawritersden/,https://www.instagram.com/ucla.writers.den/,https://theuclawritersden.wordpress.com/,
Ballet Company at UCLA,Arts / Dance / Theater,https://www.facebook.com/uclaballetcompany,https://www.instagram.com/uclaballetcompany/,www.uclaballetcompany.org,
On That Note A Cappella,Arts / Dance / Theater,https://www.facebook.com/OnThatNoteUCLA,https://www.instagram.com/onthatnoteucla/,https://onthatnoteucla.wixsite.com/ucla,
Shenanigans Comedy Club at UCLA,Arts / Dance / Theater,https://www.facebook.com/uclacomedy/,https://www.instagram.com/uclacomedy/?hl=en,,
Nashaa Hindi Film Dance,Arts / Dance / Theater,https://www.facebook.com/UCLANashaa,https://www.instagram.com/uclanashaa/,,"Nashaa Hindi Film Dance has a secondary category of Cultural, as our organization is rooted in expression of the culture and joy of the Bollywood genre."
Embruindery,Arts / Dance / Theater,https://www.facebook.com/embruindery,https://www.instagram.com/embruindery/,https://embruindery.wordpress.com/,
Vibe Check @ UCLA,Arts / Dance / Theater,https://www.facebook.com/groups/626144698073273,https://www.instagram.com/uclavibecheck/,https://www.youtube.com/channel/UCqboSZvNd70d8ETFsF5-Bkg,"Dance Group - Low commitment dance group focused on choreography, collaboration, and community. We would love to create a safe space to dance and create choreography as well as provide a platform to showcase your individual talent."
Cobble,Arts / Dance / Theater,,https://instagram.com/cobblepage?utm_medium=copy_link,cobble.page,
Spoon University at UCLA,Arts / Dance / Theater,,https://www.instagram.com/spoon_ucla/?hl=en,https://spoonuniversity.com/chapter/ucla,
Yukai Daiko,Arts / Dance / Theater,https://www.facebook.com/yukaidaiko/,https://www.instagram.com/yukaidaiko/?hl=en,http://www.yukaidaiko.com/,
ScatterTones,Arts / Dance / Theater,https://www.facebook.com/scattertones,https://www.instagram.com/ucla.scattertones/,https://www.scattertones.com/,
FAST at UCLA (Fashion and Student Trends),Arts / Dance / Theater,https://www.facebook.com/FASTatUCLA/,https://www.instagram.com/fastatucla/,https://www.fastatucla.com,UCLA's Premier Fashion Organization
Tinig Choral,Arts / Dance / Theater,https://www.facebook.com/tinigchoral/,https://www.instagram.com/tinigchoral/?hl=en,https://tinigchoral.wixsite.com/ucla,Tinig Choral is an a cappella group that strives to provide a space of musical expression for people of all levels of talent while sharing parts of the Pilipinx culture. We are the only a cappella group on campus with no auditions.
Bruin Film Society,Arts / Dance / Theater,https://www.facebook.com/BruinFilmSociety/,https://www.instagram.com/bruinfilmsociety/?hl=en,https://linktr.ee/bruinfilmsociety,"We also have a podcast on our Spotify and a Twitter. Handle: @bruinfilms. Our annual awards, the Bruin Film Society Awards, are also recognized by IMDB!"
Foundations Choreography,Arts / Dance / Theater,https://m.facebook.com/profile.php?id=100063619146335&ref=content_filter,https://www.instagram.com/foundationschoreo/,,"Foundations Choreography (FC) is an organization within the UCLA dance community. Our mission is to create an environment for beginning and intermediate dancers to grow, train, and challenge themselves. Whether you’ve never danced before, are just getting back into it, or are keen on improving, we are here for you. We provide free weekly workshops for anyone and everyone who wishes to dance."
VSU Modern,Arts / Dance / Theater,https://www.facebook.com/vsumodern?ltclid=f2cced49-2312-473d-a20c-ca7f89c0036e,http://instagram.com/vsumodern?ltclid=,,
Delta Kappa Alpha - Delta Chapter,Arts / Dance / Theater,https://www.facebook.com/UCLADKA/,https://www.instagram.com/ucladka/?hl=en,https://www.ucladka.org,"Delta Kappa Alpha is a professional film fraternity, if possible, we would like to be placed next to the other film organizations on campus."
SEOULA,Arts / Dance / Theater,https://www.facebook.com/seoulaofficial/,https://www.instagram.com/seoulaofficial/?hl=en,https://www.youtube.com/channel/UCE6g685IncRt58mAjX8NXMA,
Bruin Visual Arts Club,Arts / Dance / Theater,https://www.facebook.com/groups/315037792301285/,https://www.instagram.com/bruin_visual_arts_club/,,
CFAN Chinese Theater Group,Arts / Dance / Theater,,,,"Cfan Chinese Theatre Group is an active and welcoming student run theatre group founded in 2012, and presented 19 major productions over the years."
Photography Club,Arts / Dance / Theater,,https://www.instagram.com/uclaphoto/,https://www.uclaphoto.org/,"The Photography Club at UCLA is a fun, supportive organization inviting photographers from all skill levels to form a community of creative individuals to engage in photography, while meeting other photographers. All that is required is a passion. Photography experience or equipment is NOT required!"
Game Music Ensemble,Arts / Dance / Theater,https://www.facebook.com/gmeatucla/,https://www.instagram.com/gme.at.ucla/,,
Dancesport Club at UCLA,Arts / Dance / Theater,https://www.facebook.com/dancesportucla,https://www.instagram.com/dancesportclubucla/,http://dancesportucla.com/,
Icarus Contemporary Dance Company,Arts / Dance / Theater,https://www.facebook.com/icaruscontemporary,https://www.instagram.com/icaruscontemporary/,https://linktr.ee/icaruscontemporary,
KBM Dance,Arts / Dance / Theater,https://www.facebook.com/KBMdanceUCLA/,https://www.instagram.com/kbmdanceucla/?hl=en,,
Music Club,Arts / Dance / Theater,https://www.facebook.com/groups/fomc.ucla/,https://www.instagram.com/music_club_at_ucla/,https://music574.wixsite.com/musicclub,"Music Club provides an opportunity for members to jam together, form bands, perform on stage, learn a new instrument, teach an instrument, and practice writing your own music. We have weekly meetings and every quarter we hold Band Night. We are open to different musical styles and abilities. Musical genres include, but are not limited to, rock, pop, jazz, electronica, classical, hip hop and beyond."
Active Listening Club,Arts / Dance / Theater,https://www.facebook.com/uclamusicstudies,https://www.instagram.com/uclamusicstudies/,,
Road to Damascus A Cappella,Arts / Dance / Theater,https://www.facebook.com/rtdacappella,https://www.instagram.com/rtdacappella/,https://rtdacappella.weebly.com/,
Cadenza A Cappella,Arts / Dance / Theater,https://www.facebook.com/cadenzaacappella,https://www.instagram.com/cadenzaacappella/,https://www.cadenzaacappella.com/,
Signature A Cappella,Arts / Dance / Theater,https://www.facebook.com/UCLASignature,@uclasignature,https://www.signatureacappella.com/,
Rapid Fire Improv,Arts / Dance / Theater,https://www.facebook.com/UCLAImprov,@UCLAimprov,,Rapid Fire Improv is UCLA's oldest and premiere long-form improv team. And also best friends. And Tony Shalhoub enthusiasts
Synthesis Dance Theater,Arts / Dance / Theater,https://www.facebook.com/synthesisdanceucla/,https://www.instagram.com/synthesisdanceucla/,,
Awaken A Cappella,Arts / Dance / Theater,https://www.facebook.com/awakenacappella/,https://www.instagram.com/awakenacappella/?hl=en,https://uclawaken.com/,
Bruin Harmony,Arts / Dance / Theater,https://m.facebook.com/bruinharmony/,https://instagram.com/bruinharmony?utm_medium=copy_link,http://www.bruinharmony.com/,
Artistic Activism Coalition,Arts / Dance / Theater,,@aac_ucla,artisticactivismcoalition.org,
Bruin Creators,Arts / Dance / Theater,https://www.facebook.com/bruincreators,https://www.instagram.com/bruincreators/,https://bruincreators.wixsite.com/home,
Deviant Voices A Cappella,Arts / Dance / Theater,https://www.facebook.com/DeviantVoicesACappella,https://www.instagram.com/ucladeviantvoices/,https://deviantvoices.wixsite.com/ucla,"Deviant Voices was founded by six music lovers in the Fall of 2010 and has been growing ever since. Our tight-knit group of members are UCLA students who have always loved to sing and have found their musical outlet and home in a cappella. You can find us sharing our passion for music both on-campus and off, performing at concerts and events for the UCLA community. We always try to do things a little bit different, and most importantly, we always have fun."
The iKNITiative,Arts / Dance / Theater,https://www.facebook.com/theiknitiative/,https://www.instagram.com/theiknitiative/,,"iKNITiative is a crochet/knitting club for people who either want to learn, or who just want a place to work on their projects with fellow crocheters/knitters!"
Electronic Dance Music Community,Arts / Dance / Theater,https://www.facebook.com/UCLAEDMC/,https://www.instagram.com/uclaedmc/?hl=en,,
Resonance A Cappella,Arts / Dance / Theater,https://www.facebook.com/uclaresonance,https://www.instagram.com/uclaresonance/,https://www.uclaresonance.com,
Magic and Illusion Student Team,Arts / Dance / Theater,https://www.facebook.com/mistucla/,,,
Cirque de 'LA,Arts / Dance / Theater,https://www.facebook.com/uclacirque/,instagram.com/uclacirque,,We are a circus organization on campus teaching aerial acrobatics to students!
Medleys A Cappella,Arts / Dance / Theater,https://www.facebook.com/medleysacappella/,https://www.instagram.com/medleysacappella/,https://medleysacappella377930857.wordpress.com/,
Random Voices,Arts / Dance / Theater,www.facebook.com/uclarandomvoices,www.instagram.com/uclarv/,www.uclarandomvoices.com,
Art Students Collective,Arts / Dance / Theater,,uclaartstudentscollective,,"We are a collective, centrally focused to represent a community of students within the Art Department and those within School of Art or Arts and Architecture. We hope to provide a communal home for students focused in Art and to foster a connection through this spatial hub. We invite non Art major students to join in on the collective to harness the power of their inner artist."
DISRUPT,Arts / Dance / Theater,,https://instagram.com/disrupt_ucla?utm_medium=copy_link,,
Mariachi de Uclatlán,Arts / Dance / Theater,https://www.facebook.com/uclatlan/,https://www.instagram.com/uclatlan/,https://uclatlan.weebly.com,"We have a Youtube, https://www.youtube.com/channel/UCai0cCKSVSlnCrNd9Ue22BA"
Westwind: Journal of the Arts,Arts / Dance / Theater,,,https://www.westwinducla.com/,
Student Committee for the Arts,Arts / Dance / Theater,https://www.facebook.com/scaucla,https://www.instagram.com/sca.ucla/?hl=en,https://www.sca.ucla.edu/,
The Disney Club at UCLA,"Arts / Dance / Theater, Other (if other, provide more information in the question below)",https://facebook.com/thedisneyclubucla/,https://instagram.com/thedisneyclubucla?utm_medium=copy_link,https://disneyclubucla.wixsite.com/newdisneyclub,We are primarily a social club.
"Pitch, Please! A Cappella","Arts / Dance / Theater, Other (if other, provide more information in the question below)",https://www.facebook.com/pitchpleaseucla/,https://www.instagram.com/pitch_please_ucla/?hl=en,https://www.pitchpleaseucla.net/,"Could also be classified as: Music Organization, A Cappella Group, Singing Group"
Film & Photography Society (FPS),"Arts / Dance / Theater, Student Resources",https://www.facebook.com/FPSProductionsUCLA/,https://instagram.com/fpsproductions?utm_medium=copy_link,https://www.fps-productions.com/,We are a film and photography club that focuses on student professional development as well as community at UCLA
Sigma Eta Pi,Business/ Law / Politics,https://www.facebook.com/sigmaetapi,https://www.instagram.com/uclasep/,https://uclasep.com/,"UCLA SEP is great for students interested in general business but our entrepreneurial focus encapsulates interests anywhere from finance, biotech, consulting, entertainment, research, PM, law, data science, and engineering."
The Bruin Group,Business/ Law / Politics,https://www.facebook.com/thebruingroup/,https://www.instagram.com/thebruingroup/,thebruingroupconsulting.com,
Bruin Advertising and Marketing Team,Business/ Law / Politics,https://www.facebook.com/bruinadteam,https://www.instagram.com/bruinadteam/,http://bruinadteam.com/,
180 Degrees Consulting,Business/ Law / Politics,https://www.facebook.com/180DegreesUCLA,https://www.instagram.com/ucla180dc/,https://www.ucla180dc.org/,My email is lauralu201@gmail.com or lauralu201@g.ucla.edu. 180 Degrees Consulting is the world's largest student run consultancy and the lead provider of quality advisory services to socially minded organizations.
Beta Alpha Psi,Business/ Law / Politics,https://www.facebook.com/baybruins,https://www.instagram.com/uclabay/,https://www.baybruins.com/,
Consult Your Community at UCLA,Business/ Law / Politics,https://www.facebook.com/cycUCLA,https://www.instagram.com/cyc.ucla/,https://www.cycucla.org/,
Bruin Actuarial Society,Business/ Law / Politics,,,http://www.math.ucla.edu/~actuary,
Bruin Democrats,Business/ Law / Politics,http://facebook.com/bruindemocrats,https://www.instagram.com/bruindems/,https://www.bruindemocrats.com/,
Bruin Sports Business Association,Business/ Law / Politics,https://facebook.com/uclabsba,https://instagram.com/uclabsba,https://www.uclabsba.com/,Organization categories: professional development & sports/athletics
Student Accounting Society,Business/ Law / Politics,https://www.facebook.com/uclasas,https://www.instagram.com/bruinsas/,https://bruinsas.org,"We are UCLA's largest accounting organization, helping students navigate recruiting through our various networking events."
Global Research and Consulting Group at UCLA,Business/ Law / Politics,,,https://www.grcglobalgroup.com/grc-ucla,
Activism through Policy,Business/ Law / Politics,https://www.facebook.com/atpUCLA/,https://www.instagram.com/atpucla/,,
Infinite Finance,Business/ Law / Politics,https://www.facebook.com/infiniteucla,https://www.instagram.com/infiniteucla/,https://infinitefinance.wixsite.com/ucla,
Bruin Medical Entrepreneurs,Business/ Law / Politics,https://m.facebook.com/BruinMedicalEntrepreneurs/,https://www.instagram.com/uclabme/?hl=en,https://bruinmedicalentrepreneurs.weebly.com/,"We are a student organization focused on bridging the gap between healthcare and entrepreneurship. To promote entrepreneurship among UCLA undergraduates potentially interested in healthcare, our organization seeks to provide education, mentorship, and networking opportunities regarding medical ventures and related topics necessary for success. We host career workshops and lectures on significant topics, as well as host speaker events in which individuals from a start-up in the LA area come in and give an informative presentation on their company, their product, and their entrepreneurial journey."
Bruin Women in Business,Business/ Law / Politics,https://www.facebook.com/bruinwib/,https://www.instagram.com/ucla.bwib/,https://bruinwib.com/,
Latinx Pre-Law Association,Business/ Law / Politics,,https://www.instagram.com/latinxplaucla/,https://latinxplaucla.wixsite.com/home/about-us,
Pre-Law Society at UCLA,Business/ Law / Politics,https://m.facebook.com/UCLAPreLawSociety/?paipv=1,https://www.instagram.com/ucla_pls/?hl=en,https://uclaprelawsociety.org/,"For the past 50 years, the Pre-Law Society has been a valuable resource to UCLA students who are interested in the legal field. From guest speakers to our nationally renowned Annual Law Forum, the Pre-Law Society is the only undergraduate advising organization and one of the most active groups on campus. The Pre-Law Society offers its members a valuable and diverse set of opportunities, resources and events. We regularly schedule admissions information sessions with visiting schools, and we've hosted events ""decoding"" the admissions process."
Bruin Hedge Fund,Business/ Law / Politics,https://www.facebook.com/bruinhf/,https://www.instagram.com/bruinhedgefund/,https://www.bruinhedgefund.com/,
International Bruins in Business at UCLA,Business/ Law / Politics,https://www.facebook.com/ibbatucla/,https://www.instagram.com/ibbatucla/,https://ibbatucla.wixsite.com/ucla,
TAMID Group at UCLA,Business/ Law / Politics,,https://www.instagram.com/uclatamid/,https://www.uclatamid.com,https://www.facebook.com/uclatamid
Cannaclub at UCLA,Business/ Law / Politics,https://www.facebook.com/groups/cannaclub.ucla/,https://www.instagram.com/cannaclub.ucla/?hl=en,https://cannaclubatucla.org/,
Bruin Value Investing,Business/ Law / Politics,https://www.facebook.com/bruinvalueinvesting/,,https://www.bruinvalueinvesting.org/,
UConsulting LA,Business/ Law / Politics,https://www.facebook.com/UConsultingla,https://www.instagram.com/uconsultingla/?hl=en,uconsulting.club,
Bruin Entrepreneurs,Business/ Law / Politics,https://m.facebook.com/BruinEntrepreneurs/,https://www.instagram.com/bruinentrepreneurs,http://www.bruinentrepreneurs.org/,
Bruin Investment and Trading Group,Business/ Law / Politics,https://www.facebook.com/uclabitgroup/,https://www.instagram.com/uclabitgroup/,https://www.uclabitgroup.com/,
Pi Sigma Epsilon,Business/ Law / Politics,https://www.facebook.com/uclapse,https://www.instagram.com/uclapse/,https://www.uclapse.com/,
Phi Alpha Delta,Business/ Law / Politics,,https://instagram.com/uclapad?utm_medium=copy_link,uclapad.com,"PAD is the country’s largest professional co-ed law fraternity. Our focuses are brotherhood, community service, and academic excellence."
Bruin Transfers in Business (BTiB),Business/ Law / Politics,https://www.facebook.com/bruintransfersinbusiness/,https://www.instagram.com/bruintransfersinbusiness/,bruintransfersinbusiness.com,
Undergraduate Sports and Entertainment Business Association at UCLA,Business/ Law / Politics,https://www.facebook.com/useba.ucla,https://www.instagram.com/useba.ucla/,https://linktr.ee/USEBA,
Bruin Stock Group,Business/ Law / Politics,https://www.facebook.com/bruinstockgroup/,https://www.instagram.com/bruinstockgroup/,https://www.bruinstockgroup.com/,"Bruin Stock Group was founded as an investment organization to help students at UCLA learn how to invest. With dynamic vision, our founders have tried to increase the awareness of investing across campus, and not just to business or finance majors. With more than $300,000 in private assets under management, Bruin Stock Group prides itself on being able hybridize learning and real-world experiences through hands-on interactions with our fund."
Delta Sigma Pi Business Fraternity,Business/ Law / Politics,https://www.facebook.com/ucladeltasigmapi,https://www.instagram.com/ucladsp/,https://www.ucladsp.com/,
Bruin Ventures,Business/ Law / Politics,https://www.facebook.com/uclabv,https://www.instagram.com/bruin_ventures/,www.uclabv.com,
Turning Point USA - UCLA Chapter,Business/ Law / Politics,https://www.facebook.com/turningpointusaucla/,https://instagram.com/turningpointucla?utm_medium=copy_link,https://www.tpusa.com/,"The organization’s mission is to identify, educate, train, and organize students to promote the principles of fiscal responsibility, free markets, and limited government."
Business Law & Investing Society,Business/ Law / Politics,https://www.facebook.com/blisatucla,https://www.instagram.com/blis_at_ucla/,https://www.blisatucla.com/,Our LinkedIn link: http://tinyurl.com/y6aqmrdw
Pilipinx Pre-Law Pipeline,Business/ Law / Politics,https://m.facebook.com/pilipinxprelawpipeline,https://www.instagram.com/pppatucla/,https://www.linkedin.com/company/pilipinx-pre-law-pipeline/,"The Pilipinx Pre-Law Pipeline (3P) has a vision rooted in kapwa. Kapwa is the shared mentality that “I am because you are.” It is a cornerstone of normative Pilipinx thought that encapsulates the sense of shared identity within the Pilipinx community. We aim to strengthen this sense of kapwa to combat the inequalities within the legal field and to highlight the importance of increasing Pilipinx representation in legal professions. 3P connects our members to the greater legal community through the pillars of educational access, professional empowerment, community building, facilitated by networking events, and a mentorship program in partnership with the Philippine American Bar Association."
Latin Business Student Association,Business/ Law / Politics,,https://instagram.com/uclalbsa?utm_medium=copy_link,https://www.uclalbsa.com/,
Management Consulting at UCLA,Business/ Law / Politics,https://m.facebook.com/pages/category/Nonprofit-Organization/Management-Consulting-At-UCLA-102596201937231/,https://instagram.com/mcatucla?utm_medium=copy_link,https://www.mcatucla.com/,
The Undergraduate Investment Society,Business/ Law / Politics,https://www.facebook.com/uclauis,https://www.instagram.com/uisucla/,https://uisucla.wixsite.com/financeorg,
Bruin Real Estate Association,Business/ Law / Politics,,,http://uclabrea.org/,
Undergraduate Business Society at UCLA,Business/ Law / Politics,https://m.facebook.com/uclaubs/,https://www.instagram.com/uclaubs/?hl=en,https://www.uclaubsbruins.com/,
Connect: Digital Marketing Association,Business/ Law / Politics,,,,Our goal is to connect student influencers with aspiring marketers at UCLA to empower both communities by launching pro-bono social media campaigns for non-profits and other social causes
Bruin Political Union,Business/ Law / Politics,https://www.facebook.com/BruinPoliticalUnion/,https://www.instagram.com/bruinpoliticalunion/,https://www.bruinpoliticalunion.org/,N/a
Kappa Alpha Pi Pre-Law Fraternity at UCLA,Business/ Law / Politics,,@ucla_kapi,https://www.uclakapi.com/,
Mock Trial at UCLA,Business/ Law / Politics,,@uclamocktrial,www.bruinsmocktrial.com,
Alpha Kappa Psi,Business/ Law / Politics,https://www.facebook.com/akpsibruins/,https://instagram.com/ucla_akpsi?utm_medium=copy_link,http://akpsiucla.com/,Alpha Upsilon chapter for the oldest and largest Professional Business Fraternity in the nation.
Black Business Student Association,Business/ Law / Politics,https://www.facebook.com/BBSAucla?ltclid=d024375b-7e31-4782-bb56-7eaf6285b9e9,https://www.instagram.com/bbsa.ucla/?hl=en,https://uclabbsa.wixsite.com/home?ltclid=a8eacffe-06ed-4bcf-a25f-2f471d334587,
Bruin Polyglot Society,"Business/ Law / Politics, Cultural, Arts / Dance / Theater",https://www.facebook.com/bruinpolyglotsociety/,https://www.instagram.com/bruinpolyglotsociety/,https://www.bruinpolyglotsociety.com/,We are UCLA’s premier language-learning organization that educates students using various methods to reach proficiency in non-native languages. We prepare them to ultimately become confident speakers of their chosen languages in a professional setting.
Clean Consulting,"Business/ Law / Politics, Health / Wellness / Environment",https://m.facebook.com/CleanConsultingUCLA/,https://instagram.com/cleanconsultingucla?utm_medium=copy_link,https://cleanconsulting.org/,
Bruins Opposing Speciesism,"Business/ Law / Politics, Leadership / Service",https://www.facebook.com/bruinsopposingspeciesism/,http://instagram.com/bruinsopposingspeciesism/,http://bruinsopposingspeciesism.org/,We're super excited!
Bruin Beekeepers at UCLA,"Business/ Law / Politics, Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/BruinBeekeepers/,https://www.instagram.com/bruinbeekeepers,https://bruinbeekeeper.wixsite.com/bruinbeekeepers,
Ignite at UCLA,"Business/ Law / Politics, Leadership / Service, Other (if other, provide more information in the question below)",https://www.facebook.com/Igniteatucla/,@igniteatucla,,"We are an organization aimed at empowering women to run for political office in their futures by empowering them to pursue professional careers (professional development), go to high schools and host after school clubs to encourage young women to attend college, and educate ourselves alongside the UCLA community about major intersectional issues impacting women."
Net Impact,"Business/ Law / Politics, Other (if other, provide more information in the question below)",https://www.facebook.com/netimpactucla/,https://www.instagram.com/netimpact_ucla/,https://www.netimpactucla.org/,"Our organization can also be categorized as ""Career Development"" and ""Social Impact."""
Korean Undergraduate Business Society (KUBS),"Business/ Law / Politics, Other (if other, provide more information in the question below)",https://www.facebook.com/kubs.bruin.1,https://instagram.com/ucla_kubs?utm_medium=copy_link,,It's both business and Korean
Legal Underground,"Business/ Law / Politics, Student Resources",https://www.facebook.com/UCLA-Legal-Underground-103927581752606/,https://instagram.com/legalundergrounducla?utm_medium=copy_link,,
Bruin Project Management Initiatives,"Business/ Law / Politics, Student Resources",https://www.facebook.com/BruinProjectManagementInitiatives,https://www.instagram.com/ucla_bpmi/,https://bpmiucla.com/,
Japan-America Language & Culture Club,Cultural,https://www.facebook.com/groups/JPAMUCLA/,https://www.instagram.com/jpam.ucla/,N/A,
Hermanas Unidas,Cultural,https://www.facebook.com/bruinhermanas.unidas,https://instagram.com/ucla_hau?utm_medium=copy_link,https://hermanasunidasdeucla.weebly.com/,
TASA- Taiwanese American Student Association,Cultural,facebook.com/uclatasa,https://instagram.com/uclatasa,tasaucla.wixsite.com/home,
Japanese Animation Club at UCLA,Cultural,https://www.facebook.com/groups/jacatucla,https://www.instagram.com/jacatucla/,https://jac.moe/,
Grupo Folklórico de UCLA,Cultural,https://m.facebook.com/grupofolkloricodeucla/,https://www.instagram.com/gfdeucla/,https://www.gfdeucla.com/,
Indian Student Union at UCLA,Cultural,,,,
Association of Chinese Americans,Cultural,https://www.facebook.com/acabruins,@ acabruins,https://acabruin.org/,ACA will be hosting a series of recreACAtion events open to all students starting week 1!
United Khmer Students,Cultural,https://www.facebook.com/unitedkhmerstudents,https://www.instagram.com/uksbruins/?hl=en,https://unitedkhmerstudents.weebly.com/,I will not personally be able to make it but my staff will. I am just putting myself as main contact as president. please let me know if you would like me to change that.
Samahang Pilipino,Cultural,https://www.facebook.com/ucla.samahang,https://www.instagram.com/samahangpilipino/,https://samahangpilipino.org/,
"Kyodo Taiko, UCLA",Cultural,https://www.facebook.com/UCLAKyodoTaiko,https://www.instagram.com/kyodotaiko/,https://www.kyodotaiko.org/,
Indonesian Bruin Student Association,Cultural,https://www.facebook.com/groups/ibsaucla/,https://www.instagram.com/bruins.ibsa,http://www.bruinsibsa.com/,
Nigerian Students Association,Cultural,,https://instagram.com/nsa.ucla?utm_medium=copy_link,,"The Nigerian Students Association is here to educate Nigerian students on campus about our culture, politics, and traditions. We seek to celebrate Nigerian culture through our dances, our food, and our events. We welcome anyone who would like to learn about Nigerian culture or wants a home, away from home."
Japanese Student Association at UCLA,Cultural,https://www.facebook.com/groups/218855944944721/,https://www.instagram.com/ucla.jsa/,,
Vietnamese Student Union at UCLA,Cultural,https://www.facebook.com/vsubruins,https://www.instagram.com/vsubruins/,https://vsubruins.com/,"The Vietnamese Student Union (VSU), established in 1977, is the official voice of all Vietnamese students at UCLA through its advocacy for the cultural, educational, political, and social welfare of the Vietnamese community at large."
Muoi (Salt),Cultural,https://www.facebook.com/groups/uclamuoi,@uclamuoi,https://muoiatucla.weebly.com/,
Burmese Student Association at UCLA,Cultural,https://www.facebook.com/bursaucla/,https://www.instagram.com/bruinsbursa/,,
Vietnamese Language and Culture (VNLC),Cultural,https://m.facebook.com/VNLCucla/,https://instagram.com/vnlcucla/,https://vnlcclub.wordpress.com/,
Bruins for Israel,Cultural,https://www.facebook.com/bruinsforisrael,https://www.instagram.com/bruinsforisrael/,https://www.uclahillel.org/bruins_for_israel_board_job_descriptions,
Teo-Chew Association,Cultural,https://www.facebook.com/UCLATCA,https://www.instagram.com/uclatca/,https://tcabruins.weebly.com/,"TCA is a cultural and social club focused on preserving Teochew culture and language! We host socials, Teochew practice, and more to foster safe spaces for Teochew and non-Teochew people to build community and make friendships!"
Bangali Students Association,Cultural,https://www.facebook.com/bsabruins,https://www.instagram.com/bsabruins,https://bsabruins.wixsite.com/my-site,
Hands On,Cultural,https://www.facebook.com/uclahandson,https://www.instagram.com/handsonucla/,,
Dear Asian Youth @ UCLA,Cultural,,instagram.com/dearasianyouthucla,,"We are a chapter of the nonprofit organization Dear Asian Youth, whose mission is to promote cultural awareness within the Asian (APIDA) community. We accept applications yearly on a rolling basis!"
Medics In Armenia,Cultural,https://www.facebook.com/miaucla/,https://www.instagram.com/mia_ucla/,,
Disabled Student Union,Cultural,https://m.facebook.com/DSUUCLA/,https://instagram.com/dsuucla?utm_medium=copy_link,,"If possible, we would love to be placed in an accessible part of the fair, so disabled students can reach us."
Hanoolim: Korean Cultural Awareness Group at UCLA,Cultural,https://www.facebook.com/uclahanoolim/,https://www.instagram.com/uclahanoolim/?hl=en,N/A,
Bridges International,Cultural,,,https://www.bridgesla.net/,Main contact: cheri.lawrence33@gmail.com
SOLES (Society of Latinx Engineers),Cultural,https://www.facebook.com/uclasoles/,https://www.instagram.com/uclasoles,www.uclasoles.org,"SOLES is associated with two other clubs, AISES and NSBE, and would like to be seated next to them at the EAF."
Bruins Down Under,Cultural,,instagram.con/bruinsdownunder,,
Armenian Engineers and Scientists Association (AESA),Cultural,,Instagram.com/ucla_aesa,,
Arab-Interest Women's Association,Cultural,https://www.facebook.com/AIWAatUCLA/,https://www.instagram.com/aiwaatucla/,https://www.aiwaatucla.org/,
Hermanos Unidos at UCLA,Cultural,https://m.facebook.com/pages/category/Nonprofit-Organization/Hermanos-Unidos-de-UCLA-118361448225511/,https://www.instagram.com/hu_ucla/?hl=en,,
Afro Latinx Connection,Cultural,https://www.facebook.com/alcdeucla,https://www.instagram.com/alcdeucla/,https://www.alcdeucla.com/,
Malaysian Students Association at UCLA,Cultural,https://www.facebook.com/groups/uclamalaysia,,,
Armenian Students' Association at UCLA,Cultural,https://www.facebook.com/UCLAASA,https://www.instagram.com/ucla_asa/,,
Iranian Student Group,Cultural,https://m.facebook.com/isgatucla/,isgatucla,https://www.isgatucla.org/,
Thai Student Association at UCLA,Cultural,https://www.facebook.com/thaiSAucla/,https://www.instagram.com/uclathaisa/?hl=en,-,-
Afrikan Womxn’s Collective,Cultural,,https://instagram.com/awcatucla?r=nametag,,
Middle Eastern Student Association @ UCLA,Cultural,https://www.facebook.com/uclamesa/,https://www.instagram.com/uclamesa/,,
Association of Hmong Students,Cultural,https://www.facebook.com/ahsucla.bruins,https://instagram.com/ahsucla?utm_medium=copy_link,,
Afrikan Education Project,Cultural,,instagram.com/aepatucla,aepatucla.weebly.com,
K-pop International Student Association (KINSA),Cultural,https://www.facebook.com/groups/KINSAUCLA,@kinsaucla,n/a,
Latin American Student Organization (LASO),Cultural,,https://instagram.com/lasoxucla?utm_medium=copy_link,,
Transgender UCLA Pride,Cultural,https://www.facebook.com/transuclapride/,https://www.instagram.com/uclatransup/?hl=en,,
Hong Kong Student Society,Cultural,https://www.facebook.com/uclahkss?ltclid=4b99b78c-0613-4a28-8c9a-11a9d06b8343,https://www.instagram.com/uclahkss/,,
